model,year,odometer,price,location,driveTrain,DAS,accident_history,paintJob,wheels,emi,zipCode,interior,state,PAINT JOB,DRIVE TRAIN
Model S,2012,33215,60200,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Sonic Carbon Slipstream Wheels",$948 /mo,85209,All Black Premium Interior with Figured Ash Wood Décor,CA,Pearl White,100D AWD-Long Range
Model S,2012,33368,51500,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",$791 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,42529,52500,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",$809 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,28579,54000,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$836 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,37443,56400,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",$880 /mo,85260,Cream Premium Interior with Oak Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,16994,58800,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$923 /mo,85260,Cream Premium Interior with Oak Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,33215,60200,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Sonic Carbon Slipstream Wheels",$948 /mo,85260,All Black Premium Interior with Figured Ash Wood Décor,CA,Pearl White,100D AWD-Long Range
Model S,2012,33368,51500,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",$791 /mo,85281,All Black Premium Interior with Figured Ash Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,42529,52500,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",$809 /mo,85281,All Black Premium Interior with Figured Ash Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,28579,54000,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$836 /mo,85281,All Black Premium Interior with Figured Ash Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,37443,56400,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",$880 /mo,85281,Cream Premium Interior with Oak Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,16994,58800,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$923 /mo,85281,Cream Premium Interior with Oak Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,33215,60200,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Sonic Carbon Slipstream Wheels",$948 /mo,85281,All Black Premium Interior with Figured Ash Wood Décor,CA,Pearl White,100D AWD-Long Range
Model S,2012,33368,51500,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",$791 /mo,85305,All Black Premium Interior with Figured Ash Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,42529,52500,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",$809 /mo,85305,All Black Premium Interior with Figured Ash Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,28579,54000,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$836 /mo,85305,All Black Premium Interior with Figured Ash Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,37443,56400,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",$880 /mo,85305,Cream Premium Interior with Oak Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,16994,58800,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$923 /mo,85305,Cream Premium Interior with Oak Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,33215,60200,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Sonic Carbon Slipstream Wheels",$948 /mo,85305,All Black Premium Interior with Figured Ash Wood Décor,CA,Pearl White,100D AWD-Long Range
Model S,2012,33368,51500,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",$791 /mo,91301,All Black Premium Interior with Figured Ash Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,42529,52500,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",$809 /mo,91301,All Black Premium Interior with Figured Ash Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,28579,54000,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$836 /mo,91301,All Black Premium Interior with Figured Ash Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,27404,56500,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",$881 /mo,91301,All Black Premium Interior with Figured Ash Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,14721,59100,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",$928 /mo,91301,Black and White Premium Interior with Dark Ash Wood Décor,CA,Pearl White,100D AWD-Long Range
Model S,2012,13149,61200,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$966 /mo,91301,All Black Premium Interior with Figured Ash Wood Décor,CA,Pearl White,100D AWD-Long Range
Model S,2012,33368,51500,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",$791 /mo,91801,All Black Premium Interior with Figured Ash Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,42529,52500,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",$809 /mo,91801,All Black Premium Interior with Figured Ash Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,28579,54000,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$836 /mo,91801,All Black Premium Interior with Figured Ash Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,27404,56500,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",$881 /mo,91801,All Black Premium Interior with Figured Ash Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,14721,59100,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",$928 /mo,91801,Black and White Premium Interior with Dark Ash Wood Décor,CA,Pearl White,100D AWD-Long Range
Model S,2012,13149,61200,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$966 /mo,91801,All Black Premium Interior with Figured Ash Wood Décor,CA,Pearl White,100D AWD-Long Range
Model S,2012,33368,51500,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",$791 /mo,93311,All Black Premium Interior with Figured Ash Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,42529,52500,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",$809 /mo,93311,All Black Premium Interior with Figured Ash Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,28579,54000,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$836 /mo,93311,All Black Premium Interior with Figured Ash Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,27404,56500,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",$881 /mo,93311,All Black Premium Interior with Figured Ash Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,14721,59100,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"21"" Sonic Carbon Twin Turbine Wheels",$928 /mo,93311,Black and White Premium Interior with Dark Ash Wood Décor,CA,Pearl White,100D AWD-Long Range
Model S,2012,13149,61200,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,Previously Repaired,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$966 /mo,93311,All Black Premium Interior with Figured Ash Wood Décor,CA,Pearl White,100D AWD-Long Range
Model S,2012,33368,51500,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",$791 /mo,95403,All Black Premium Interior with Figured Ash Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,42529,52500,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Sonic Carbon Twin Turbine Wheels",$809 /mo,95403,All Black Premium Interior with Figured Ash Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,28579,54000,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Midnight Silver Metallic Paint,19'' Tempest Wheels,$836 /mo,95403,All Black Premium Interior with Figured Ash Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,37443,56400,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"19"" Sonic Carbon Slipstream Wheels",$880 /mo,95403,Cream Premium Interior with Oak Wood Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,15063,58700,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,19'' Tempest Wheels,$921 /mo,95403,All Black Premium Interior with Figured Ash Wood Décor,CA,Pearl White,100D AWD-Long Range
Model S,2012,33215,60200,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"19"" Sonic Carbon Slipstream Wheels",$948 /mo,95403,All Black Premium Interior with Figured Ash Wood Décor,CA,Pearl White,100D AWD-Long Range
Model S,2012,17927,83600,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Arachnid Wheels","$1,369 /mo",91301,All Black Premium Interior with Ebony Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,17964,84600,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Arachnid Wheels","$1,387 /mo",91301,All Black Premium Interior with Carbon Fiber Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,17927,83600,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Arachnid Wheels","$1,369 /mo",91801,All Black Premium Interior with Ebony Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,17964,84600,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Arachnid Wheels","$1,387 /mo",91801,All Black Premium Interior with Carbon Fiber Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,17927,83600,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Arachnid Wheels","$1,369 /mo",93311,All Black Premium Interior with Ebony Décor,CA,Midnight Silver,100D AWD-Long Range
Model S,2012,17964,84600,"Walnut, CA",Model S Long Range Plus All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Midnight Silver Metallic Paint,"21"" Arachnid Wheels","$1,387 /mo",93311,All Black Premium Interior with Carbon Fiber Décor,CA,Midnight Silver,100D AWD-Long Range
Model X,2015,45395,47100,"Walnut, CA",75D All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Silver Wheels",$712 /mo,85254,All Black Premium Interior,CA,Deep Blue,100D AWD-Long Range
Model X,2015,45395,47100,"Walnut, CA",75D All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Silver Wheels",$712 /mo,85305,All Black Premium Interior,CA,Deep Blue,100D AWD-Long Range
Model X,2015,45395,47100,"Walnut, CA",75D All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Silver Wheels",$712 /mo,91801,All Black Premium Interior,CA,Deep Blue,100D AWD-Long Range
Model X,2015,45395,47100,"Walnut, CA",75D All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Silver Wheels",$712 /mo,93311,All Black Premium Interior,CA,Deep Blue,100D AWD-Long Range
Model X,2015,45395,47100,"Walnut, CA",75D All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Deep Blue Metallic Paint,"20"" Silver Wheels",$712 /mo,95403,All Black Premium Interior,CA,Deep Blue,100D AWD-Long Range
Model X,2015,43197,53400,"Walnut, CA",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$826 /mo,85209,Black and White Premium Interior,CA,Pearl White,100D AWD-Long Range
Model X,2015,43197,53400,"Walnut, CA",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$826 /mo,85254,Black and White Premium Interior,CA,Pearl White,100D AWD-Long Range
Model X,2015,43197,53400,"Walnut, CA",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$826 /mo,85281,Black and White Premium Interior,CA,Pearl White,100D AWD-Long Range
Model X,2015,43197,53400,"Walnut, CA",100D Long Range All-Wheel Drive,Autopilot,No Reported Accidents/Damage,Pearl White Multi-Coat Paint,"20"" Silver Wheels",$826 /mo,85704,Black and White Premium Interior,CA,Pearl White,100D AWD-Long Range
Model Y,2020,60694,41500,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$665 /mo,85251,Black and White Premium Interior,CA,Pearl White,100D AWD-Long Range
Model Y,2020,35846,42900,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$691 /mo,85251,All Black Premium Interior,CA,Pearl White,100D AWD-Long Range
Model Y,2020,60694,41500,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$665 /mo,85254,Black and White Premium Interior,CA,Pearl White,100D AWD-Long Range
Model Y,2020,35846,42900,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$691 /mo,85254,All Black Premium Interior,CA,Pearl White,100D AWD-Long Range
Model Y,2020,60694,41500,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$665 /mo,85260,Black and White Premium Interior,CA,Pearl White,100D AWD-Long Range
Model Y,2020,35846,42900,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$691 /mo,85260,All Black Premium Interior,CA,Pearl White,100D AWD-Long Range
Model Y,2020,60694,41500,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$665 /mo,85305,Black and White Premium Interior,CA,Pearl White,100D AWD-Long Range
Model Y,2020,35846,42900,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$691 /mo,85305,All Black Premium Interior,CA,Pearl White,100D AWD-Long Range
Model Y,2020,60694,41500,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$665 /mo,85704,Black and White Premium Interior,CA,Pearl White,100D AWD-Long Range
Model Y,2020,35846,42900,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Enhanced Autopilot,No Reported Accidents/Damage,Pearl White Paint,19’’ Gemini Wheels,$691 /mo,85704,All Black Premium Interior,CA,Pearl White,100D AWD-Long Range
Model Y,2020,60694,41500,"Walnut, CA",Model Y Long Range Dual Motor All-Wheel Drive,Full Self-Driving Capability,No Reported Accidents/Damage,Pearl White Paint,20’’ Induction Wheels,$665 /mo,91301,Black and White Premium Interior,CA,Pearl White,100D AWD-Long Range
